id,mahkeme,daire,esas,karar,tarih,group,domain,era,compositeScore,uniquenessScore,qualityScore,sourceScore,ratioOzeti
"77280500","Yargıtay","Ceza Genel Kurulu","2011/183","2011/304","27.12.2011","cgk","ceza_usul","y2010_2019","0.742","0.774","0.54","0.95","Buna karşın, 03.04.1989 gün ve 73-129 sayılı kararında ise, deneme süresi içinde işlenen suçtan dolayı kurulan mahkumiyet kararı ile birlikte koşulları oluştuğu takdirde tecilin düşmesine de karar verilmesi gerektiği kabul edilmiş, deneme süresi içinde işlenen suçtan dolayı kurulan mahkumiyet kararı ile birlikte aynen infaza karar verildiği takdirde her iki hükmün de temyiz yasa yoluna tabi olacağı ve bu suretle de uygulamada birliğin sağlanacağı ve yanılgıların önleneceği be"
"77321500","Yargıtay","Hukuk Genel Kurulu","2011/678","2011/816","16.12.2011","hgk","usul_hukuk","y2010_2019","0.741","0.205","0.868","0.95","HUKUK GENEL KURULU KARARI 
 
Hukuk Genel Kurulunca incelenerek, 4.Hukuk Dairesinin ilk derece mahkemesi sıfatıyla verdiği karara karşı davacı tarafın temyiz isteminin süresinde olduğunun anlaşılmasından ve dosyadaki tüm kağıtların okunmasından sonra gereği düşünüldü: 
Dava, mülga 1086 sayılı Hukuk Usulü Muhakemeleri Kanunu'nun 573. hakkında Bakanlığa intikal eden şikayetler ile akıbetlerinin bildirilmesinin istenilmesini, Hakimler ve Savcılar Yüksek Kurulu Başkanlığı'na müzek"
"17160700","Yargıtay","Hukuk Genel Kurulu","2011/606","2011/717","30.11.2011","hgk","usul_hukuk","y2010_2019","0.741","0.789","0.529","0.95","Kişinin onuru, saygınlığı gibi kişilik haklarını oluşturan değerlere saldırı halinde manevi bir zarar yani kişilik hak ve değerlerinde irade dışında gerçekleşen bir eksilmenin oluştuğunun kabulü gerekir. Manevi tazminat için üzüntü/elemin yoğunluk arz etmesi gerekir."
"457379300","Yargıtay","Hukuk Genel Kurulu","2011/367","2011/439","22.06.2011","hgk","icra_iflas","y2010_2019","0.741","0.79","0.529","0.95","maddesi gereğince paranın icra dosyasına iade edilmesi konusunda icra dairesince gönderilen muhtıradaki son gün itibariyle paranın iade edilmesi gerektiği, bu tarihten sonra iade edilmesi durumunda, geç kalınan dönem için zararın oluştuğunun kabulü gerekir. Ancak, alacaklının icra prosedürü içinde aldığı parayı, icra dosyasına yatırmakla yükümlü olduğu tarihten sonra iade etmesi halinde, geç kaldığı dönem itibariyle kusurlu olduğu ve bu döneme ait zararın alacaklıdan istenebi"
"77412900","Yargıtay","Hukuk Genel Kurulu","2012/1839","2013/843","14.06.2013","hgk","ticaret","y2010_2019","0.741","0.736","0.56","0.95","Bu durumda, keşide tarihi üzerinde yapılan değişikliğin altına atılmış bulunan parafın keşide tarihindeki her iki değişikliği(ay ve yıl) da kapsadığının kabulü gerektiği Kurul çoğunluğunca kabul edilmiştir. Mahkemece, davaya konu çekin yıl hanesindeki rakamın sonradan değiştirildiği, ayrıca aylar hanesindeki rakamın da mekanik olarak silindiği, paraf imzasının sadece yıl hanesindeki değişikliği kapsadığı, oysa ay hanesindeki değişikliğin keşidecisi tarafından onaylanmadığı, b"
"17086300","Yargıtay","Ceza Genel Kurulu","2010/212","2010/263","21.12.2010","cgk","usul_hukuk","y2010_2019","0.741","0.822","0.51","0.95","Davanın açıldığı Kadıköy Birinci Ağır Ceza Mahkemesi, gerekli işlemlerin yapılması İçin naip hakim görevlendirmiş, naip hakim tarafından, davacı vekiline, davacının ikametgah belgesi ile davaya ilişkin delillerini tebliğinden itibaren bir ay içinde bildirmesi, bildirmediği takdirde davanın reddedileceği hususunu içeren açıklamalı tebligat yapılmış, yapılan tebliğe rağmen eksiklikler giderilmediğinden Kadıköy Birinci Ağır Ceza Mahkemesi'nin 22.09.2008 gün, 2008/72235 sayılı ka"
"76361100","Yargıtay","Ceza Genel Kurulu","2012/1365","2013/381","24.09.2013","cgk","ceza_ozel","y2010_2019","0.741","0.734","0.56","0.95","Bu düzenleme ile toplumda yaşayan insanlar üzerinde yoğun bir etkisi bulunan dini inanç ve duyguların istismarının önlenmesi amaçlanmış ve maddenin bu bölümüne ilişkin gerekçesinde de; ""Birinci fıkranın (a) bendinde, dolandırıcılık suçunun din&icirc; inanç ve duyguların istismar edilmesi suretiyle işlenmesi, bu suçun temel şekline göre daha ağır ceza ile cezalandırılmayı gerektiren bir durum olarak kabul edilmiştir. Malvarlığının yanında irade özgürlüğünün de korunduğu doland"
"77383900","Yargıtay","Ceza Genel Kurulu","2012/1060","2012/1820","31.10.2012","cgk","is_sgk","y2010_2019","0.741","0.734","0.56","0.95","Bu bilgi ve belgeler ışığında somut olay değerlendirildiğinde; 
Özel Daire tarafından yerel mahkeme kararının, ""sanıkların hukuki durumlarının belirlenmesi amacıyla, boşanma dosyasının getirtilerek incelenip, içeriği ve boşanma nedeni ile sanıkların boşandıktan sonra aynı evde birlikte yaşamaya devam edip etmediklerinin tespiti gerektiğinden bahisle eksik inceleme ile hüküm kurulduğu"" gerekçesiyle bozulmasına karar verilmiş ise de, aslına uygun onaylı sureti dosya içerisinde "
"435865200","Yargıtay","Büyük Genel Kurulu","2013/19","2014/25","01.12.2014","yibk","usul_hukuk","y2010_2019","0.74","0.69","0.541","1","HÜKÜM: Yukarıda açıklanan nedenlerle;
1.Açılan davanın 2802 sayılı yasaya 6110 sayılı yasa ile eklenen 93/A maddesinde belirtilen kararın kesinleştiği tarihten bir yıl geçtikten sonra açıldığı anlaşıldığından açılan davanın bu nedenle reddine, 
2.6100 sayılı HMK 333 maddesi uyarınca hükmün kesinleşmesinden sonra yatırılan avanstan kullanılmayan kısmın davacıya iadesine,
3.Davanın reddedildiği dikkate alındığında alınması gereken 24,30 TL. maddeleri gereğince reddedilen manevi"
"77582100","Yargıtay","Hukuk Genel Kurulu","2013/394","2013/1565","13.11.2013","hgk","is_sgk","y2010_2019","0.74","0.785","0.529","0.95","Sosyal Güvenlik Hukukunun özelliğinden kaynaklanan ve davanın adı geçen işçiler ile SGK'ya birlikte yöneltilmesini zorunlu kılan bu gereklilik karşısında, SGK ile dava dışı işçiler arasında zorunlu dava arkadaşlığının bulunduğu kabul edilmelidir. ve M.B.'yü de etkileyecek şekilde sonuç doğuracağından, davanın davalı Sosyal Güvenlik Kurumu Başkanlığı ile birlikte, anılan işçilere de yöneltilmesi gerekir."
"77692100","Yargıtay","Hukuk Genel Kurulu","2013/1001","2013/1274","11.09.2013","hgk","idare","y2010_2019","0.74","0.751","0.548","0.95","Davacı vekili, Birecik Barajı ve HES yapımı nedeniyle müvekkilimin maliki bulunduğu taşınmazın yerleşme düzeninin bozulduğunu, sosyal ve ekonomik yönden taşınmazdan fiilen yararlanma ve ulaşım imk&acirc;nlarının kısıtlandığını ileri sürerek taşınmaz bedelin tespiti ve tazminini talep ve dava etmiştir. maddesi ile değişen 04.11.1983 tarihli ve 2942 sayılı Kamulaştırma Kanununun geçici 6 ncı maddesinin görev yönünden eldeki davaya etkisinin ne olacağı hususunun öncelikle görüşü"
"77205200","Yargıtay","Ceza Genel Kurulu","2011/129","2011/236","22.11.2011","cgk","usul_hukuk","y2010_2019","0.74","0.816","0.51","0.95","Sulh Ceza Mahkemesince 19.11.1998 gün ve 81 sayı ile Kocaeli Hadep bürolarında suç delillerinin elde edilebilmesi için gündüzleyin bir defaya mahsus olmak üzere 1412 sayılı CYUY'nın 94 ve devam eden maddeleri uyarınca arama yapılmasına karar verildiği, 
Kocaeli Valiliğince 19.11.1998 gün ve 98/177-4 sayılı yazı ile Ankara 1 numaralı Devlet Güvenlik Mahkemesi ve Kocaeli 1. çaplı, sol ayak tabanı dış kısmında 3x8 cm.lik, sağ ayak dış malleol üzerinde 2 cm.lik koyu mor renkte ek"
"45604400","Yargıtay","Ceza Genel Kurulu","2012/1286","2013/264","28.05.2013","cgk","ceza_genel","y2010_2019","0.74","0.819","0.51","0.95","maddesinde; ""Gerek kendisine ve gerek başkasına ait bir hakka yönelmiş, gerçekleşen, gerçekleşmesi veya tekrarı muhakkak olan haksız bir saldırıyı o anda hal ve koşullara göre saldırı ile orantılı biçimde defetmek zorunluluğu ile işlenen fiillerden dolayı faile ceza verilmez"" şeklinde düzenlenmiştir. Saldırının var olmasını geniş olarak anlamak, başlayacağı muhakkak olan ve başladığı takdirde savunmayı imk&acirc;nsız kılacak veya güç hale getirecek bir saldırıyı başlamış, kez"
"77107900","Yargıtay","Ceza Genel Kurulu","2011/141","2011/184","20.09.2011","cgk","usul_hukuk","y2010_2019","0.74","0.729","0.56","0.95","Bu hükümler uyarınca; fiilin hukuki anlam ve sonuçlarını algılama ve davranışlarını buna göre yönlendirme yeteneğinin bulunması halinde kusur yeteneğinin bulunduğu kabul edilmiştir. Algılama ve irade yeteneği denilen bu iki öğenin bir kişide bir arada bulunmaması veya bu yeteneklerinde azalma meydana gelmesi durumunda kusur yeteneğinin tam olmadığı kabul edilmelidir."
"77573900","Yargıtay","Ceza Genel Kurulu","2013/16","2013/527","26.11.2013","cgk","ceza_usul","y2010_2019","0.74","0.818","0.51","0.95","İncelenen dosya kapsamından; iddianamede olayın ""şüphelinin savunmasının genel hayat tecrübelerine ve hayatın olağan akışına aykırı olduğu ve kendisini suçtan kurtarmaya yönelik olduğu kanaatine varıldığı, şüphelinin 6136 sayılı Kanuna göre yasak niteliği haiz olan tabancayı taşıdığı ve bulundurduğu, söz konusu tabancanın ruhsatının olmadığı, bu suretle üzerine atılı suçu işlediği"" şeklinde anlatıldığı, sevk maddesinin de 6136 sayılı Kanunun 13/1. Buna göre; 
""Sulh Ceza Mahke"
"86480200","Yargıtay","Hukuk Genel Kurulu","2012/760","2013/378","20.03.2013","hgk","icra_iflas","y2010_2019","0.739","0.781","0.529","0.95","masraflar toplamı olarak 29.800 TL'nin belirlendiğini ve 06/04/2010 tarihinde 3.kişiye ait kredi kartından çekilmek suretiyle ödeme yapıldığını, 08.04.2010 tarihli ibraname aldıklarını, ibraname gereğince borçları kalmadığı halde takibin devam ettiğini, ödemenin dosyaya işlenmediğini ileri sürerek, Sakarya 1.İcra Müdürlüğünün 2009/7977 esas sayılı dosyasından dolayı davalıya borçlu olmadıklarının tespitine karar verilmesini talep ve dava etmiştir. Açıklanan maddi olgu, iddia "
"52030800","Yargıtay","Hukuk Genel Kurulu","2012/690","2013/260","20.02.2013","hgk","usul_hukuk","y2010_2019","0.739","0.628","0.616","0.95","Ayrıca mahkemece, ilk kararda davacı tarafından davalıya ödenen vekalet ücretine yönelik talep kabul edilmiş, özel dairece de bu karar yerinde bulunduğundan bu yönde bir bozma yapılmamış, bu suretle bu husus kesinleşmiş olmasına rağmen direnmeye konu 14.09.2010 gün ve 2010/465-322 sayılı karar ve direnme kararında 1.100.TL vekalet ücretine yönelik davanın da kanıtlamadığından reddedilmesi usul ve yasaya aykırıdır. Bu nedenle: belirtilen genişletilmiş gerekçelerle Özel Daire B"
"17155100","Yargıtay","Hukuk Genel Kurulu","2011/757","2011/776","14.12.2011","hgk","is_sgk","y2010_2019","0.739","0.415","0.74","0.95","Sonuç itibariyle, aynı hususlara işaret eden ve Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyularak davanın reddine karar verilmesi gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Nitekim Hukuk Genel Kurulu'nun 22.12.2004 gün, 2004/9-711-735 ve 22.12.2004 gün 2004/9-712-736 sayılı ilamlarında da aynı ilkeler benimsenmiştir."
"17109700","Yargıtay","Hukuk Genel Kurulu","2011/434","2011/522","13.07.2011","hgk","ticaret","y2010_2019","0.739","0.761","0.541","0.95","İcra mahkemesi kararları kural olarak maktu karar ve ilam harcına tabidirler. Hemen belirtmek gerekir ki, yukarıda açıklanan işlemlerin aynı günde yapılıp bitirilmesi halinde, davanın o gün açılmış sayılacağında herhangi bir duraksama yoktur."
"77078300","Yargıtay","Hukuk Genel Kurulu","2011/308","2011/428","15.06.2011","hgk","aile","y2010_2019","0.739","0.728","0.56","0.95","Ceza Genel Kurulu'nca da CUMK.nın benzer hükümleri taşıyan 261 ve 268 maddelerinin uygulanmasında, bozulan kararın geçerliliğini ve yerine getirilme yeteneğini yitirdiğinden ""önceki hükümde direnilmesine"" denilmekle yetinilerek ve atıf suretiyle hüküm kurulamayacağı kabul edilmiştir(Ceza Genel Kurulu'nun 02.02.1976 gün 22-25 sayılı kararı ). Yerel mahkemece, her ne kadar evlilik birliğinin temelinden sarsılmasında davacı daha ağır kusurlu ise de evlilik birliğinin bu şekilde "
"76492100","Yargıtay","Hukuk Genel Kurulu","2013/231","2013/1370","18.09.2013","hgk","aile","y2010_2019","0.739","0.34","0.784","0.95","Tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlara, bozma kararında açıklanan gerektirici nedenlere ve özellikle davacı vekilinin 03.01.2012 tarihli temyiz dilekçesinde taleplerinin yoksulluk nafakasına ilişkin olduğunu belirtmiş olmasına göre, Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyulması gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır.Bu nedenle direnme kararı bozulmalıdır. Görüldüğü üzere, boşanma yüzünden"
"76985000","Yargıtay","Hukuk Genel Kurulu","2011/62","2011/223","27.04.2011","hgk","usul_hukuk","y2010_2019","0.739","0.811","0.51","0.95","Bilirkişi raporunu hazırlarken raporun dayanağı olan somut ve özel nedenleri raporunda göstermek zorundadır. Ayrıca raporu hazırlayan kişinin konusunda uzman olması da gerekir."
"76959100","Yargıtay","Ceza Genel Kurulu","2010/171","2010/232","23.11.2010","cgk","ceza_genel","y2010_2019","0.739","0.813","0.51","0.95","Fail, hareketinin yasal tipi gerçekleştireceğini biliyor ve bunu istiyorsa kasten hareket ettiği kabul edilmelidir, ancak failin hareketiyle hedeflediği doğrudan sonuçların yanısıra, hareketinin zorunlu sonuçları ya da kaçınılmaz yan sonuçları da, açık bir isteme olamasa dahi kast kapsamında değerlendirilmelidir. Yine failin hareketiyle hedeflediği doğrudan neticelerle birlikte, hareketin zorunlu veya kaçınılmaz olarak ortaya çıkan sonuçları da, açıkça istenmese dahi doğrudan"
"76360400","Yargıtay","Ceza Genel Kurulu","2012/1226","2013/384","24.09.2013","cgk","ceza_genel","y2010_2019","0.739","0.813","0.51","0.95","maddesinin üçüncü fıkrasında; ""Banka yönetim kurulu başkan ve üyeleri ile diğer mensupları görevleri dolayısıyla kendilerine tevdi olunan veya muhafazaları, denetim veya sorumlulukları altında bulunan bankaya ait para veya sair varlıkları zimmetlerine geçirirlerse altı yıldan oniki yıla kadar ağır hapis cezası ile cezalandırılacakları gibi bankanın uğradığı zararı tazmine mahk&ucirc;m edilirler. Uyuşmazlık konusunu teşkil eden ""zincirleme suç hükümleri uygulanırken lehe kanun"
"76751300","Yargıtay","Hukuk Genel Kurulu","2010/157","2010/166","24.03.2010","hgk","is_sgk","y2010_2019","0.738","0.808","0.51","0.95","Diğer bir ifade ile uyuşmazlığın çözümünde sözleşme hükümlerinin esas alınması gerekir(Hukuk Genel Kurulunun 8/10/2008 gün ve 2008/15-579 E., 2008/620 K.sayılı ilamı). maddesine uygun olarak hakedişlere 19.09.2005 tarihli dilekçesi ile açıkça itirazda bulunduğu, itirazında da kum ve çakılın ocaktan çıkartılması ile beton bünyesine girmesi sırasında, 3 defa yükleme boşaltma işinin bulunduğu, eleme, yıkama tesisleri ve beton santralinin farklı yerlerde olması nedeniyle 09.003/1"
"77278000","Yargıtay","Hukuk Genel Kurulu","2011/521","2011/619","12.10.2011","hgk","is_sgk","y2010_2019","0.738","0.591","0.635","0.95","Hukuk Genel Kurulu önüne gelen uyuşmazlık; 3201 sayılı Yurtdışında Bulunan Türk Vatandaşlarının Yurt Dışında Geçen Sürelerinin Sosyal Güvenlikleri Bakımından Değerlendirilmesi Hakkında Kanuna dayalı olarak, 4759 sayılı Kanunun yürürlük tarihinden sonra borçlanma yapılması halinde; yaşlılık aylığı tahsis koşullarının 506 sayılı Kanunun Geçici 81. Anılan maddeye göre, Türkiye'de tescili bulunan sigortalılar yönünden sigortalılık başlangıcı, tescil tarihinden itibaren borçlanıla"
"76762300","Yargıtay","Hukuk Genel Kurulu","2010/140","2010/194","31.03.2010","hgk","ticaret","y2010_2019","0.738","0.755","0.541","0.95","Eğer, taraflardan birine bir dava ile ilgili olarak ilk defa tebliğ yapılacak ise, muhatabın, adresini tebliğden önce değiştirmiş olması halinde 35.madde kural olarak uygulanmaz. Kazai tebliğler bakımından 35.maddenin uygulanabilmesi için, taraflardan birinin o dava ile ilgili olarak kendisine tebliğin yapıldığı adresini daha sonra değiştirmiş olması gerekir."
"76982500","Yargıtay","Hukuk Genel Kurulu","2011/34","2011/216","20.04.2011","hgk","ticaret","y2010_2019","0.738","0.69","0.579","0.95","5, s 4771 vd.)
O halde, açıkça maddi hataya dayalı özel daire kararının kaldırılarak dosyanın temyiz incelemesi yapılmak üzere Özel Daireye gönderilmesi gerekir. Davacılar vekili, davalı tarafa Zorunlu Mali Sorumluluk Sigortası ile sigortalı olan araç ile kaza yapan davacıların murisinin öldüğünü açıklayıp, fazlaya dair haklarını saklı tutarak davacılar için 10.000 TL destekten yoksun kalma tazminatının dava tarihinden itibaren işleyecek avans faizi ile birlikte davalıdan tah"
"17078000","Yargıtay","Hukuk Genel Kurulu","2011/21","2011/135","13.04.2011","hgk","usul_hukuk","y2010_2019","0.738","0.659","0.596","0.95","Nitekim, aynı ilkeler Hukuk Genel Kurulu'nun 17.02.2010 gün ve E:9-71, K:87 sayılı kararında da, benimsenmiştir. Kural olarak, hakim ara kararından dönebilirse de, bozmaya uyulmasına ilişkin karar, bunun istisnalarındandır."
"17159700","Yargıtay","Hukuk Genel Kurulu","2011/570","2011/691","23.11.2011","hgk","miras","y2010_2019","0.738","0.809","0.51","0.95","E....'un aynı kişi olduğuna"" dair beyanı ile Evlenme Raporu, Sıhhat Raporu, Nüfus Kayıt İhraç Kaydı, Nüfustan Kayıt İhracı Kağıdı, Askı İlanı, İkametgah İlmuhaberleri ile Vezne Alındısı fotokopilerini ibrazı üzerine Yerel Mahkemece, ""Davacıya tüm delillerini bildirmesi için süre verilmesine"" dair ara kararı oluşturulmuştur. Yerel Mahkemece, bozmadan sonra getirilen vukuatlı nüfus kaydı, tanık beyanı ve davacı tarafça ibraz edilen ""Evlenme Raporu, Sıhhat Raporu, Nüfus Kayıt İh"
"77706800","Yargıtay","Hukuk Genel Kurulu","2012/1693","2013/1369","18.09.2013","hgk","usul_hukuk","y2010_2019","0.738","0.656","0.598","0.95","Hukuk Genel Kurulu'ndaki görüşme sırasında, işin esasının incelenmesinden önce, direnme kararının gerçekte yeni hüküm niteliğinde olup olmadığı; dolayısıyla, temyiz incelemesinin Hukuk Genel Kurulu'nca mı, yoksa Özel Dairece mi yapılması gerektiği hususu, ön sorun olarak tartışılıp, değerlendirilmiştir. parselin uzaklıklarının ve her iki taşınmazın en yakın yerleşim birimlerine uzaklığının kroki üzerinde gösterilmesi için harita mühendisinden ek rapor alınmış ve önceki gerekç"
"76993100","Yargıtay","Ceza Genel Kurulu","2011/13","2011/3","25.01.2011","cgk","ceza_genel","y2010_2019","0.738","0.809","0.51","0.95","Dosya bu konuyla sınırlı olarak incelendiğinde; yasa dışı silahlı PKK/KONGRA-GEL terör örgütü üyesi olma, Devletin birliğini ve ülke bütünlüğünü bozma ve diğer suçlardan yargılanmakta olan sanık H.Ö..ı savunma görevinin, soruşturma aşamasında başka avukatlar tarafından yapılmış olmakla birlikte; kovuşturma aşamasında, mahkemenin isteği üzerine Van Barosunca 25.12.2007 gün ve 91915 sayılı yazı ile atanan Av. maddesinde düzenlenmiş bulunan ""yasa yararına bozma yasa yolu"" olması"
"77545900","Yargıtay","Hukuk Genel Kurulu","2012/530","2012/903","28.11.2012","hgk","is_sgk","y2010_2019","0.737","0.74","0.548","0.95","Şti'nin ücret karşılığında bu işi sanat ittihaz ederek müvekkili hesabına taşımayı yaptırdığı, başka bir deyişle ""taşıma işleri komisyoncusu"" olduğunu kabul etmek gerekir. Şti tarafından vek&acirc;leten yerine getirildiği, emtianın gümrükten çekilmesinden sonra nakliyesi esnasında zayi olmasından bu şirketin sorumlu tutulamayacağı gerekçesiyle bu davalı açısından davanın pasif husumet yokluğu nedeniyle reddine, diğer davalılar yönünden ise kısmen kabulüne karar verilmiştir."
"77459700","Yargıtay","Hukuk Genel Kurulu","2012/1708","2013/883","26.06.2013","hgk","ticaret","y2010_2019","0.737","0.772","0.529","0.95","Açıklanan bu değişik gerekçe ile Yerel Mahkeme direnme kararı usul ve yasaya aykırı olup bozulması gerekir. Davacı yan, davalı işyerinde 2003 yılında çalışırken 6 m uzunluğunda, 3 m genişliğinde ve 6 mm kalınlığında sacı kesmek için arkadaşları ile birlikte giyotine verirken, arkadaşının elinden kayan sacın tüm ağırlığının (1 ton kadar) kendi elinde kalması sonucu düşerek belinden rahatsızlandığını ve işyeri doktorunun tedavi önerisini yerine getirmesine rağmen, ağrıları deva"
"76940600","Yargıtay","Hukuk Genel Kurulu","2010/469","2010/494","13.10.2010","hgk","icra_iflas","y2010_2019","0.737","0.779","0.523","0.95","Borçlunun üçüncü kişilerdeki malları ve alacakları, alacaklının bunu iddia etmesi ve haciz istemesi üzerine haczedilir; fakat bunların üçüncü kişide gerçekten mevcut olup olmadığının tespiti gerekir. Bundan başka, üçüncü kişi ile borçlunun anlaşıp alacaklının koydurmuş olduğu haczi etkisiz bırakmalarına karşı da bazı tedbirlerin alınması gerekir."
"76758100","Yargıtay","Hukuk Genel Kurulu","2010/91","2010/182","31.03.2010","hgk","icra_iflas","y2010_2019","0.737","0.805","0.51","0.95","fıkrasında; ""İmza tatbikında Hukuk Usulü Muhakemeleri Kanununun bilirkişiye ait hükümleri ile 309 uncu maddesinin 2 nci, 3 üncü ve 4 üncü fıkraları ve 310, 311 ve 312 nci maddeleri hükümleri uygulanır ""denilmek suretiyle inceleme yöntemi açıklanmıştır. Davacı yanın itirazı üzerine 29.05.2008 tarihli ""bonodaki imzanın borçlu eli ürünü olmadığı"" yönünde görüş bildiren dördüncü raporu alan İcra Mahkemesi, karşı görüş bildiren bu dördüncü rapora dayanarak takibin durdurulmasına d"
"77618100","Yargıtay","Hukuk Genel Kurulu","2013/441","2013/1592","27.11.2013","hgk","miras","y2010_2019","0.737","0.653","0.598","0.95","sayılı ilk kararına yönelik temyiz itirazlarının incelenmesi için, dosyanın dairesine gönderilmesi gerekir. Bu durumda takibin pay paydaş çoğunluğu tarafından başlatılması gerekir."
"77125500","Yargıtay","Ceza Genel Kurulu","2011/91","2011/132","21.06.2011","cgk","ticaret","y2010_2019","0.737","0.718","0.56","0.95","hakkında kullanma amacıyla uyuşturucu madde bulundurma ve suç üstlenme suçlarından kurulan beraat hükümleri temyiz edilmeksizin kesinleşmiş olduğundan, direnme hükmü ve temyizin kapsamına göre inceleme, sanık hakkında uyuşturucu madde ticareti yapma suçundan kurulan hükümle sınırlı olarak yapılmıştır. B.hakkında ise 6136 sayılı Yasaya aykırılık suçundan kamu davalarının açıldığı ve yapılan yargılamaları sonucunda haklarında mahk&ucirc;miyet kararları verildiği, bu hükümlerin "
"477535300","Yargıtay","Ceza Genel Kurulu","2010/222","2011/7","25.01.2011","cgk","ceza_genel","y2010_2019","0.737","0.772","0.529","0.95","maddeleri uyarınca 5 ay hapis cezasıyla cezalandırılmasına karar verildiği, ayrıca 657 sayılı Yasanın 48 ve 98/b maddeleri uyarınca devlet memurluğundan çıkartıldığı,
08.03.2006 günü saat 18.50 sıralarında düzenlenen yakalama tutanağına göre, anons üzerine olay yerine saat 18.20 sıralarında polis ekibinin intikal ettiği, olay yerinde bahçede sanığın yüzüstü yatar vaziyette ve üzerinde ... Ben babamın geldiğini anladım ve balkon kapısını kapattım, o sırada apartman giriş kapıs"
"76921700","Yargıtay","Ceza Genel Kurulu","2010/142","2010/207","19.10.2010","cgk","ceza_usul","y2010_2019","0.737","0.802","0.51","0.95","sayılı yürütmenin durdurulması kararı üzerine Osmaniye İl Müdürlüğü görevine iade edildikten sonra,
a) 01.11.2000 tarihli müşterek kararname ile Osmaniye İl Müdürlüğü görevinden alındığı,
b) 14.11.2000 tarihli Bakan onayıyla Çankırı Valiliği emrine mühendis olarak atandığı, bu son işlem hakkında Adana 2. sayı ile yürütmenin durdurulması kararı verilmesi üzerine 19.06.2001 tarihli Bakan onayıyla Osmaniye İl Müdürlüğü görevine iade edilip 12.07.2001 tarihinde görevine başladığı"
"77572000","Yargıtay","Ceza Genel Kurulu","2013/277","2013/528","26.11.2013","cgk","ceza_genel","y2010_2019","0.737","0.804","0.51","0.95","ile telefonda konuştuğunu, A.'in sanığa 100 Lira vermesini istemesi üzerine sanığa 100 Lirayı verdiğini, parayı aldıktan sonra sanığın 1 kg su böreği getirmesini istediğini, böreği verip parasını istediğinde sanığın ""ne parası lan gebertirim"" dediğini, olay tarihinde işyerinde kasada 300-350 Lira para olduğunu beyan ettiği,
Mağdur A.Y.'nın 22.04.2009 tarihinde kollukta; 10 gün kadar önce ikametinde bulunduğu sırada S. 1-22.04.2009 tarihinden on gün önce gerçekleşen yağma eyle"
"77383300","Yargıtay","Ceza Genel Kurulu","2013/62","2013/163","30.04.2013","cgk","miras","y2010_2019","0.737","0.804","0.51","0.95","maddesinde; sanığın ölümü durumunda kamu davasının düşürüleceği, sadece niteliği itibarıyla müsadereye t&acirc;bi olan eşya ve yararlar hakkında yargılamaya devam olunacağı, hükümlünün ölümü halinde ise cezanın ortadan kaldırılmasına karar verilmekle birlikte müsadere ve yargılama giderine ilişkin hükmün infaz edileceği belirtilmek suretiyle hükümlü ile sanığın ölümüne farklı sonuçlar yüklenmiştir. Ölümün ceza ilişkisini sadece ölen kişi bakımından sona erdirdiğinden iştirak "
"16999500","Yargıtay","Hukuk Genel Kurulu","2010/267","2010/331","16.06.2010","hgk","usul_hukuk","y2010_2019","0.736","0.55","0.653","0.95","Yine, aynı Kanunun 3.maddesi ile 3402 sayılı Kadastro Kanununa Geçici Madde 10 eklenerek, bu maddede de; ""Bu Kanunun 12 nci maddesinin üçüncü fıkrası hükmü, Devletin hüküm ve tasarrufu altında olduğu iddiası ile yürürlük tarihinden önce açılmış ve henüz kesin hükme bağlanmamış olan davalarda dahi uygulanır."" hükmüne yer verilmiştir. Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşül"
"17156700","Yargıtay","Hukuk Genel Kurulu","2011/710","2011/751","14.12.2011","hgk","usul_hukuk","y2010_2019","0.736","0.735","0.548","0.95","Yerel Mahkemece, bozmaya uyulup uyulmayacağı konusunda herhangi bir karar verilmeden önce bozma sonrası tensip kararı ile bozma ilamında işaret olunan şekilde ""bir kadının belirtilen süre içinde iki kez doğum yapıp yapamayacağı"" hususunda rapor alınması yönünde ara kararı oluşturulmuş, bu yönde müzekkere yazılmış ve düzenlenen 14.01.2011 günlü rapor dosya içerisine alınmış; mütalaaya uygun olarak ilk kararda direnildiğinden bahisle hüküm kurulmuştur. Bilindiği üzere; direnme "
"77279600","Yargıtay","Ceza Genel Kurulu","-","2011/300","27.12.2011","cgk","usul_hukuk","y2010_2019","0.736","0.798","0.51","0.95","maddesinde ise, eski h&acirc;le getirme dilekçesinin, engelin kalkmasından itibaren yedi gün içerisinde, süreye uyulduğunda usule ilişkin işlemleri yapacak olan mahkemeye verileceği, dilekçe sahibinin, sürenin geçmesinde kusuru olmadığına ilişkin olguları, varsa belgelerini de ekleyerek açıklayacağı, dilekçe verildiği anda usule ilişkin yapılamayan işlemlerin de yerine getirileceği belirtildikten sonra, ""Eski H&acirc;le Getirme Dilekçesi Üzerine Verilecek Karar"" başlıklı 42/1"
